시도,계
,"41,402"
,"20,320"
,"44,378"
,"76,058"
,"38,932"
,"22,553"
,"75,771"
,"18,990"
,"145,480"
,"30,858"
,"110,108"
,"174,097"
,"10,683"
,"23,331"
,"39,868"
,"892,775"
전북,"19,058"
,"111,033"
,"31,404"
,"30,851"
,"8,298"
,"18,317"
,"9,369"
,"38,538"
,"109,979"
,"9,188"
,"7,561"
,"152,789"
,"134,190"
,"40,799"
,"8,941"
,"730,315"
전남,"11,836"
,"19,380"
,"9,791"
,"68,039"
,"9,209"
,"49,131"
,"18,903"
,"80,946"
,"35,598"
,"28,955"
,"116,903"
,"76,602"
,"109,388"
,"19,290"
,"24,460"
,"15,579"
,"18,335"
,"12,700"
,"10,573"
,"43,257"
,"43,501"
,"24,016"
,"846,392"
경북,"113,917"
,"113,961"
,"13,513"
,"184,805"
,"9,311"
,"55,805"
,"26,252"
,"10,837"
,"35,210"
,"19,137"
,"62,383"
,"12,521"
,"5,811"
,"39,966"
,"42,772"
,"21,419"
,"4,039"
,"19,332"
,"18,408"
,"16,827"
,"9,516"
,"54,270"
,"102,162"
,"121,454"
,"1,113,628"
경남,"92,204"
,"22,790"
,"18,775"
,"230,695"
,"13,493"
,"41,469"
,"45,023"
,"12,757"
,"141,029"
,"9,756"
,"137,979"
,"24,484"
,"84,921"
,"84,945"
,"110,974"
,"168,664"
,"82,948"
,"42,434"
,"15,922"
,"49,322"
,"12,861"
,"14,964"
,"1,458,409"
제주,"74,813"
,"461,974"
,"536,787"
서울,"215,044"
,"132,557"
,"63,210"
,"176,896"
,"102,757"
,"83,109"
,"121,342"
,"72,600"
,"134,606"
,"81,325"
,"82,410"
,"94,613"
,"105,037"
,"78,128"
,"157,422"
,"92,651"
,"105,656"
,"207,981"
,"131,668"
,"120,983"
,"70,823"
,"115,087"
,"41,376"
,"49,768"
,"94,681"
,"2,731,730"
부산,"64,603"
,"70,714"
,"68,236"
,"81,123"
,"46,899"
,"81,785"
,"125,303"
,"88,140"
,"68,821"
,"94,342"
,"24,985"
,"93,517"
,"89,684"
,"27,220"
,"27,607"
,"160,369"
,"1,213,348"
대구,"48,721"
,"243,677"
,"114,330"
,"137,742"
,"171,325"
,"57,980"
,"190,669"
,"55,397"
,"1,019,841"
인천,"48,045"
,"278,767"
,"260,344"
,"20,458"
,"147,099"
,"212,460"
,"207,975"
,"187,322"
,"8,150"
,"56,667"
,"1,427,287"
광주,"168,795"
,"80,837"
,"38,612"
,"166,552"
,"126,245"
,"581,041"
대전,"71,270"
,"77,432"
,"187,204"
,"161,515"
,"83,158"
,"580,579"
울산,"137,840"
,"56,541"
,"103,951"
,"103,324"
,"89,037"
,"490,693"
세종,"159,107"
,"159,107"
경기,"23,783"
,"159,719"
,"112,293"
,"106,999"
,"24,151"
,"88,567"
,"159,308"
,"60,778"
,"87,054"
,"193,988"
,"253,521"
,"32,021"
,"255,618"
,"177,928"
,"67,612"
,"61,931"
,"169,760"
,"139,232"
,"90,541"
,"65,087"
,"209,377"
,"131,085"
,"122,181"
,"83,955"
,"107,557"
,"73,285"
,"89,392"
,"48,026"
,"48,386"
,"17,024"
,"95,659"
,"175,403"
,"139,964"
,"109,693"
,"58,057"
,"143,639"
,"94,025"
,"186,366"
,"251,363"
,"68,520"
,"110,612"
,"389,654"
,"5,083,114"
강원,"90,846"
,"10,550"
,"38,108"
,"25,265"
,"32,724"
,"8,508"
,"11,788"
,"14,561"
,"148,480"
,"13,496"
,"14,171"
,"16,682"
,"114,973"
,"16,302"
,"16,796"
,"26,709"
,"9,616"
,"18,363"
,"627,938"
충북,"14,537"
,"10,506"
,"11,579"
,"16,467"
,"19,317"
,"43,408"
,"52,775"
,"15,674"
,"40,339"
,9
,"79,803"
,"90,030"
,"88,902"
,"116,987"
,"92,306"
,"692,639"
충남,"20,007"
,"41,521"
,"20,400"
,"44,474"
,"76,339"
,"38,969"
,"22,626"
,"76,053"
,"18,993"
,"146,340"
,"30,876"
,"110,349"
,"174,555"
,"10,725"
,"23,369"
,"39,919"
,"895,515"
전북,"19,103"
,"111,278"
,"31,467"
,"30,806"
,"8,320"
,"18,356"
,"9,368"
,"38,737"
,"110,175"
,"9,194"
,"7,579"
,"152,952"
,"134,468"
,"40,854"
,"8,933"
,"731,590"
전남,"11,892"
,"19,376"
,"9,842"
,"68,299"
,"9,194"
,"49,287"
,"18,892"
,"80,942"
,"36,012"
,"28,145"
,"117,372"
,"78,091"
,"109,474"
,"19,344"
,"24,015"
,"15,606"
,"18,359"
,"12,689"
,"10,524"
,"43,120"
,"46,498"
,"24,151"
,"851,124"
경북,"114,544"
,"114,194"
,"13,519"
,"185,071"
,"9,292"
,"55,819"
,"26,256"
,"10,836"
,"35,274"
,"19,170"
,"62,431"
,"12,539"
,"5,806"
,"39,899"
,"42,856"
,"21,537"
,"4,084"
,"19,381"
,"18,417"
,"16,837"
,"9,525"
,"54,409"
,"102,513"
,"121,598"
,"1,115,807"
경남,"92,297"
,"22,895"
,"18,794"
,"231,000"
,"13,514"
,"41,585"
,"45,116"
,"12,764"
,"141,472"
,"9,803"
,"138,270"
,"24,536"
,"84,760"
,"85,274"
,"182,162"
,"98,717"
,"83,223"
,"42,503"
,"15,906"
,"52,026"
,"12,898"
,"14,986"
,"1,464,501"
제주,"75,026"
,"466,259"
,"541,285"
서울,"215,951"
,"132,434"
,"63,242"
,"176,812"
,"102,638"
,"83,068"
,"121,227"
,"72,699"
,"134,392"
,"81,282"
,"82,467"
,"94,616"
,"105,257"
,"78,080"
,"157,503"
,"92,583"
,"105,677"
,"208,444"
,"131,705"
,"121,002"
,"70,666"
,"115,131"
,"41,353"
,"49,601"
,"94,665"
,"2,732,495"
부산,"64,805"
,"70,851"
,"68,294"
,"82,296"
,"47,392"
,"81,769"
,"125,377"
,"88,455"
,"68,694"
,"94,511"
,"24,971"
,"94,102"
,"88,938"
,"27,256"
,"27,663"
,"160,866"
,"1,216,240"
대구,"48,687"
,"243,957"
,"114,783"
,"137,741"
,"171,492"
,"57,902"
,"191,006"
,"55,070"
,"1,020,638"
인천,"47,418"
,"276,324"
,"267,407"
,"20,454"
,"140,157"
,"213,760"
,"208,821"
,"187,592"
,"8,154"
,"57,026"
,"1,427,113"
광주,"169,273"
,"81,001"
,"38,809"
,"166,850"
,"126,180"
,"582,113"
대전,"71,429"
,"77,600"
,"187,581"
,"161,611"
,"83,198"
,"581,419"
울산,"137,743"
,"56,545"
,"103,969"
,"103,562"
,"88,973"
,"490,792"
세종,"159,580"
,"159,580"
경기,"23,846"
,"160,111"
,"112,517"
,"106,953"
,"24,225"
,"88,604"
,"159,769"
,"60,797"
,"87,058"
,"194,441"
,"254,545"
,"32,118"
,"255,721"
,"178,622"
,"67,593"
,"61,882"
,"170,041"
,"139,353"
,"90,574"
,"65,307"
,"209,657"
,"131,677"
,"122,277"
,"84,285"
,"107,476"
,"73,584"
,"89,642"
,"48,207"
,"48,495"
,"17,037"
,"95,945"
,"176,105"
,"140,029"
,"109,997"
,"58,405"
,"144,187"
,"94,487"
,"188,167"
,"253,084"
,"70,400"
,"111,276"
,"391,348"
,"5,099,844"
강원,"90,947"
,"10,598"
,"38,184"
,"25,282"
,"32,774"
,"8,527"
,"11,809"
,"14,588"
,"148,986"
,"13,572"
,"14,152"
,"16,665"
,"115,191"
,"16,296"
,"16,799"
,"26,697"
,"9,639"
,"18,349"
,"629,055"
충북,"14,525"
,"10,512"
,"11,592"
,"16,441"
,"19,369"
,"43,470"
,"52,839"
,"15,679"
,"40,407"
,9
,"80,086"
,"90,118"
,"89,059"
,"117,308"
,"92,553"
,"693,967"
충남,"20,081"
,"41,508"
,"20,424"
,"44,488"
,"76,484"
,"39,032"
,"22,667"
,"76,320"
,"18,989"
,"147,003"
,"30,901"
,"110,262"
,"174,540"
,"10,736"
,"23,357"
,"40,094"
,"896,886"
전북,"19,146"
,"111,519"
,"31,453"
,"30,736"
,"8,333"
,"18,357"
,"9,367"
,"38,787"
,"110,232"
,"9,192"
,"7,597"
,"153,128"
,"134,630"
,"40,944"
,"8,941"
,"732,362"
전남,"11,897"
,"19,401"
,"9,835"
,"68,521"
,"9,186"
,"49,362"
,"18,914"
,"80,848"
,"36,282"
,"27,503"
,"117,512"
,"80,151"
,"109,568"
,"19,312"
,"23,689"
,"15,609"
,"18,310"
,"12,690"
,"10,539"
,"42,656"
,"47,659"
,"24,339"
,"853,783"
경북,"114,809"
,"114,388"
,"13,526"
,"184,985"
,"9,285"
,"55,963"
,"26,261"
,"10,835"
,"35,261"
,"19,195"
,"62,475"
,"12,533"
,"5,827"
,"39,878"
,"42,942"
,"21,601"
,"4,077"
,"19,410"
,"18,389"
,"16,829"
,"9,563"
,"54,493"
,"102,610"
,"121,846"
,"1,116,981"
경남,"92,318"
,"22,859"
,"18,789"
,"231,192"
,"13,536"
,"41,545"
,"45,132"
,"12,798"
,"141,656"
,"9,808"
,"138,604"
,"24,539"
,"84,559"
,"85,459"
,"182,905"
,"98,738"
,"83,442"
,"42,522"
,"15,946"
,"51,926"
,"12,921"
,"14,978"
,"1,466,172"
제주,"75,242"
,"468,560"
,"543,802"
서울,"216,636"
,"132,417"
,"63,223"
,"176,830"
,"102,572"
,"82,979"
,"121,673"
,"72,784"
,"134,232"
,"81,327"
,"82,519"
,"94,610"
,"105,285"
,"78,147"
,"157,447"
,"92,629"
,"105,714"
,"208,858"
,"131,787"
,"120,979"
,"70,595"
,"115,216"
,"41,375"
,"52,116"
,"94,718"
,"2,736,668"
부산,"65,048"
,"70,852"
,"68,426"
,"82,150"
,"47,897"
,"81,812"
,"123,004"
,"88,620"
,"68,687"
,"94,653"
,"24,963"
,"94,488"
,"89,581"
,"27,273"
,"27,851"
,"161,394"
,"1,216,699"
대구,"48,634"
,"244,130"
,"115,154"
,"137,457"
,"171,600"
,"57,611"
,"191,262"
,"54,820"
,"1,020,668"
인천,"41,173"
,"274,137"
,"266,044"
,"20,415"
,"140,650"
,"214,739"
,"210,451"
,"187,980"
,"8,186"
,"57,395"
,"1,421,170"
광주,"169,677"
,"81,289"
,"38,904"
,"167,120"
,"126,320"
,"583,310"
대전,"71,462"
,"77,750"
,"187,971"
,"161,920"
,"83,238"
,"582,341"
울산,"137,808"
,"56,598"
,"104,008"
,"103,682"
,"88,989"
,"491,085"
세종,"160,234"
,"160,234"
경기,"23,896"
,"160,492"
,"112,683"
,"106,975"
,"24,273"
,"88,676"
,"160,246"
,"60,856"
,"87,106"
,"194,796"
,"255,402"
,"32,209"
,"256,014"
,"179,152"
,"67,594"
,"61,874"
,"170,227"
,"139,253"
,"91,755"
,"65,350"
,"210,140"
,"132,014"
,"122,244"
,"85,086"
,"107,264"
,"73,735"
,"89,943"
,"48,335"
,"48,552"
,"17,018"
,"95,868"
,"176,392"
,"139,987"
,"110,216"
,"58,575"
,"144,501"
,"94,944"
,"189,119"
,"254,913"
,"70,402"
,"112,062"
,"392,977"
,"5,113,116"
강원,"91,148"
,"10,654"
,"38,295"
,"25,307"
,"32,881"
,"8,537"
,"11,823"
,"14,643"
,"149,424"
,"13,603"
,"14,143"
,"16,675"
,"115,647"
,"16,272"
,"16,809"
,"26,728"
,"9,658"
,"18,378"
,"630,625"
충북,"14,529"
,"10,506"
,"11,578"
,"16,443"
,"19,398"
,"43,568"
,"52,834"
,"15,670"
,"40,557"
,9
,"80,270"
,"90,074"
,"89,231"
,"117,625"
,"92,835"
,"695,127"
충남,"20,091"
,"41,553"
,"20,429"
,"44,624"
,"76,701"
,"39,067"
,"22,641"
,"76,471"
,"18,984"
,"147,538"
,"30,915"
,"110,351"
,"174,869"
,"10,746"
,"23,373"
,"40,174"
,"898,527"
전북,"19,162"
,"111,622"
,"31,459"
,"30,659"
,"8,329"
,"18,320"
,"9,387"
,"38,856"
,"110,291"
,"9,172"
,"7,583"
,"153,358"
,"134,784"
,"40,899"
,"8,932"
,"732,813"
전남,"11,890"
,"19,366"
,"9,817"
,"68,462"
,"9,193"
,"49,453"
,"19,007"
,"80,764"
,"36,655"
,"26,703"
,"117,779"
,"86,859"
,"109,662"
,"19,328"
,"23,531"
,"15,622"
,"18,312"
,"12,676"
,"10,530"
,"42,501"
,"50,964"
,"24,465"
,"863,539"
경북,"115,099"
,"114,637"
,"13,510"
,"185,010"
,"9,302"
,"56,151"
,"26,320"
,"10,841"
,"35,234"
,"19,192"
,"62,477"
,"12,533"
,"5,831"
,"39,956"
,"42,918"
,"21,643"
,"4,075"
,"19,379"
,"18,389"
,"16,834"
,"9,581"
,"54,567"
,"102,681"
,"122,005"
,"1,118,165"
경남,"92,387"
,"22,879"
,"18,805"
,"231,287"
,"13,564"
,"41,540"
,"45,195"
,"12,797"
,"142,204"
,"9,804"
,"138,874"
,"24,557"
,"84,326"
,"85,686"
,"183,821"
,"98,689"
,"83,768"
,"42,543"
,"15,926"
,"51,923"
,"12,916"
,"15,013"
,"1,468,504"
제주,"75,443"
,"470,953"
,"546,396"
서울,"217,278"
,"132,344"
,"63,122"
,"176,385"
,"102,446"
,"82,922"
,"122,366"
,"72,837"
,"134,181"
,"81,386"
,"82,594"
,"94,581"
,"105,342"
,"78,122"
,"157,216"
,"92,029"
,"105,698"
,"208,941"
,"131,686"
,"121,033"
,"70,772"
,"115,348"
,"41,340"
,"51,799"
,"94,778"
,"2,736,546"
부산,"65,265"
,"70,903"
,"68,584"
,"82,314"
,"48,365"
,"81,760"
,"123,222"
,"88,691"
,"68,675"
,"94,763"
,"24,952"
,"94,866"
,"90,111"
,"27,326"
,"27,905"
,"161,594"
,"1,219,296"
대구,"48,587"
,"243,933"
,"115,388"
,"137,867"
,"171,723"
,"57,391"
,"191,152"
,"54,929"
,"1,020,970"
인천,"40,542"
,"272,588"
,"264,102"
,"20,346"
,"141,055"
,"215,686"
,"212,278"
,"188,344"
,"8,192"
,"57,849"
,"1,420,982"
광주,"169,903"
,"81,777"
,"38,945"
,"167,214"
,"126,278"
,"584,117"
대전,"71,556"
,"77,830"
,"188,211"
,"162,051"
,"83,391"
,"583,039"
울산,"137,855"
,"56,639"
,"104,243"
,"103,817"
,"89,035"
,"491,589"
세종,"161,267"
,"161,267"
경기,"23,886"
,"160,761"
,"112,783"
,"107,032"
,"24,313"
,"88,674"
,"160,715"
,"60,933"
,"87,131"
,"195,125"
,"256,344"
,"32,367"
,"256,086"
,"179,285"
,"67,915"
,"61,767"
,"170,272"
,"139,274"
,"92,590"
,"65,340"
,"210,821"
,"132,221"
,"122,302"
,"85,258"
,"107,271"
,"73,779"
,"90,160"
,"48,513"
,"48,728"
,"17,028"
,"95,921"
,"176,590"
,"139,981"
,"110,581"
,"58,735"
,"144,948"
,"95,444"
,"190,024"
,"256,510"
,"70,463"
,"113,229"
,"394,601"
,"5,125,701"
강원,"91,300"
,"10,713"
,"38,458"
,"25,306"
,"33,033"
,"8,556"
,"11,831"
,"14,662"
,"149,920"
,"13,642"
,"14,168"
,"16,701"
,"116,195"
,"16,240"
,"16,854"
,"26,822"
,"9,646"
,"18,447"
,"632,494"
충북,"14,521"
,"10,484"
,"11,597"
,"16,467"
,"19,439"
,"43,715"
,"52,971"
,"15,714"
,"40,618"
,9
,"80,404"
,"89,996"
,"89,406"
,"117,844"
,"93,168"
,"696,353"
충남,"20,094"
,"41,541"
,"20,459"
,"44,677"
,"76,732"
,"39,150"
,"22,630"
,"76,650"
,"19,016"
,"148,233"
,"30,968"
,"110,717"
,"175,443"
,"10,789"
,"23,401"
,"40,184"
,"900,684"
전북,"19,161"
,"111,763"
,"31,550"
,"30,639"
,"8,364"
,"18,312"
,"9,406"
,"38,946"
,"110,457"
,"9,181"
,"7,598"
,"153,667"
,"134,783"
,"40,948"
,"8,941"
,"733,716"
전남,"11,913"
,"19,427"
,"9,854"
,"68,653"
,"9,223"
,"49,798"
,"19,088"
,"80,771"
,"36,875"
,"25,903"
,"117,796"
,"88,651"
,"109,634"
,"19,385"
,"23,487"
,"15,640"
,"18,337"
,"12,690"
,"10,540"
,"41,935"
,"52,971"
,"24,598"
,"867,169"
경북,"115,334"
,"114,717"
,"13,498"
,"185,298"
,"9,335"
,"56,292"
,"26,429"
,"10,879"
,"35,200"
,"19,224"
,"62,564"
,"12,538"
,"5,873"
,"39,975"
,"42,988"
,"21,721"
,"4,082"
,"19,383"
,"18,411"
,"16,905"
,"9,574"
,"54,694"
,"102,822"
,"122,149"
,"1,119,885"
경남,"92,453"
,"22,904"
,"18,833"
,"231,589"
,"13,624"
,"41,604"
,"45,277"
,"12,841"
,"142,565"
,"9,843"
,"139,418"
,"24,598"
,"84,206"
,"85,997"
,"184,634"
,"98,771"
,"84,023"
,"42,549"
,"15,904"
,"52,029"
,"12,894"
,"15,033"
,"1,471,589"
제주,"75,679"
,"473,414"
,"549,093"
서울,"219,006"
,"132,404"
,"63,167"
,"176,435"
,"102,402"
,"83,021"
,"123,003"
,"73,110"
,"134,250"
,"81,364"
,"82,726"
,"94,743"
,"105,460"
,"78,139"
,"156,906"
,"92,098"
,"105,725"
,"209,122"
,"131,677"
,"120,849"
,"70,940"
,"115,775"
,"41,465"
,"51,405"
,"94,787"
,"2,739,979"
부산,"65,553"
,"70,894"
,"68,800"
,"82,457"
,"48,550"
,"81,811"
,"123,521"
,"88,816"
,"68,729"
,"94,851"
,"24,962"
,"95,808"
,"90,606"
,"27,377"
,"27,935"
,"162,136"
,"1,222,806"
대구,"48,527"
,"243,805"
,"115,629"
,"138,166"
,"172,175"
,"57,318"
,"190,959"
,"54,843"
,"1,021,422"
인천,"39,897"
,"273,170"
,"254,999"
,"20,296"
,"141,504"
,"216,856"
,"221,999"
,"188,712"
,"8,241"
,"58,110"
,"1,423,784"
광주,"170,000"
,"82,092"
,"39,025"
,"167,476"
,"126,584"
,"585,177"
대전,"71,571"
,"77,885"
,"188,509"
,"162,743"
,"83,362"
,"584,070"
울산,"137,930"
,"56,640"
,"104,793"
,"103,982"
,"89,174"
,"492,519"
세종,"162,028"
,"162,028"
경기,"23,968"
,"161,247"
,"112,855"
,"107,006"
,"24,761"
,"88,774"
,"161,059"
,"60,881"
,"87,360"
,"195,443"
,"257,521"
,"32,479"
,"256,325"
,"179,674"
,"68,211"
,"61,751"
,"170,199"
,"139,310"
,"92,941"
,"65,307"
,"211,416"
,"132,376"
,"122,530"
,"85,601"
,"107,353"
,"73,911"
,"90,386"
,"48,719"
,"48,841"
,"17,064"
,"96,256"
,"177,121"
,"139,978"
,"110,874"
,"58,789"
,"145,381"
,"95,729"
,"191,354"
,"258,338"
,"70,543"
,"114,488"
,"396,613"
,"5,140,733"
강원,"91,478"
,"10,807"
,"38,535"
,"25,317"
,"33,104"
,"8,551"
,"11,845"
,"14,661"
,"150,601"
,"13,691"
,"14,202"
,"16,734"
,"116,488"
,"16,270"
,"16,890"
,"26,858"
,"9,652"
,"18,515"
,"634,199"
충북,"14,524"
,"10,519"
,"11,609"
,"16,558"
,"19,503"
,"43,932"
,"53,091"
,"15,723"
,"40,769"
,9
,"80,687"
,"89,891"
,"89,648"
,"118,025"
,"93,318"
,"697,806"
충남,"20,104"
,"41,664"
,"20,485"
,"44,803"
,"77,000"
,"39,208"
,"22,628"
,"76,857"
,"19,019"
,"148,982"
,"30,964"
,"110,977"
,"175,888"
,"10,791"
,"23,400"
,"40,207"
,"902,977"
전북,"19,185"
,"112,071"
,"31,598"
,"30,624"
,"8,390"
,"18,359"
,"9,399"
,"39,022"
,"110,695"
,"9,206"
,"7,619"
,"154,030"
,"134,757"
,"41,063"
,"8,997"
,"735,015"
전남,"11,912"
,"19,477"
,"9,869"
,"69,074"
,"9,284"
,"49,976"
,"19,129"
,"80,745"
,"37,230"
,"25,004"
,"117,871"
,"90,560"
,"109,796"
,"19,447"
,"23,431"
,"15,706"
,"18,390"
,"12,707"
,"10,575"
,"41,593"
,"54,083"
,"24,670"
,"870,529"
경북,"115,488"
,"114,941"
,"13,497"
,"185,570"
,"9,384"
,"56,407"
,"26,476"
,"10,923"
,"35,268"
,"19,265"
,"62,636"
,"12,563"
,"5,892"
,"40,048"
,"43,168"
,"21,764"
,"4,108"
,"19,419"
,"18,487"
,"16,977"
,"9,609"
,"54,846"
,"103,160"
,"122,379"
,"1,122,275"
경남,"92,578"
,"22,941"
,"18,852"
,"231,923"
,"13,660"
,"41,689"
,"45,404"
,"12,878"
,"142,633"
,"9,834"
,"139,779"
,"24,697"
,"84,019"
,"86,338"
,"185,744"
,"98,910"
,"84,357"
,"42,607"
,"15,904"
,"52,442"
,"12,858"
,"15,085"
,"1,475,132"
제주,"75,979"
,"476,572"
,"552,551"
서울,"218,661"
,"132,189"
,"63,086"
,"177,096"
,"102,151"
,"82,952"
,"123,092"
,"73,167"
,"134,415"
,"81,288"
,"82,777"
,"94,732"
,"105,464"
,"77,942"
,"156,537"
,"93,171"
,"105,568"
,"208,974"
,"131,797"
,"120,935"
,"70,885"
,"115,926"
,"41,475"
,"50,888"
,"94,876"
,"2,740,044"
부산,"65,696"
,"70,775"
,"68,859"
,"82,271"
,"49,532"
,"82,093"
,"123,540"
,"88,858"
,"68,761"
,"94,858"
,"24,954"
,"96,898"
,"91,828"
,"27,380"
,"28,084"
,"162,596"
,"1,226,983"
대구,"48,432"
,"244,193"
,"115,538"
,"138,666"
,"172,860"
,"57,268"
,"190,773"
,"54,551"
,"1,022,281"
인천,"39,787"
,"271,106"
,"256,853"
,"20,200"
,"141,954"
,"218,647"
,"223,508"
,"188,613"
,"8,174"
,"58,439"
,"1,427,281"
광주,"170,365"
,"82,284"
,"39,086"
,"167,489"
,"127,072"
,"586,296"
대전,"72,102"
,"77,733"
,"188,463"
,"163,270"
,"83,105"
,"584,673"
울산,"137,819"
,"56,655"
,"105,368"
,"104,159"
,"89,116"
,"493,117"
세종,"163,350"
,"163,350"
경기,"24,008"
,"161,550"
,"112,732"
,"107,022"
,"25,491"
,"88,791"
,"161,491"
,"60,851"
,"87,294"
,"196,069"
,"258,701"
,"32,519"
,"257,002"
,"180,240"
,"68,313"
,"61,525"
,"172,627"
,"139,048"
,"93,049"
,"65,325"
,"211,970"
,"132,907"
,"122,611"
,"86,985"
,"107,909"
,"73,687"
,"90,630"
,"48,787"
,"48,894"
,"17,076"
,"96,374"
,"177,430"
,"139,980"
,"111,170"
,"58,829"
,"145,436"
,"95,880"
,"192,117"
,"259,968"
,"70,492"
,"115,178"
,"398,339"
,"5,156,297"
강원,"91,547"
,"10,870"
,"38,548"
,"25,382"
,"33,226"
,"8,508"
,"11,829"
,"14,683"
,"151,064"
,"13,716"
,"14,224"
,"16,761"
,"116,836"
,"16,247"
,"16,916"
,"26,849"
,"9,678"
,"18,514"
,"635,398"
충북,"15,115"
,"10,529"
,"11,652"
,"16,608"
,"19,505"
,"44,031"
,"53,111"
,"15,798"
,"40,887"
,9
,"80,694"
,"89,931"
,"89,644"
,"117,965"
,"93,501"
,"698,980"
충남,"20,279"
,"41,754"
,"20,512"
,"44,826"
,"77,094"
,"39,219"
,"22,644"
,"77,044"
,"19,049"
,"149,471"
,"31,068"
,"111,235"
,"176,121"
,"10,810"
,"23,446"
,"40,255"
,"904,827"
전북,"19,215"
,"112,189"
,"31,629"
,"30,609"
,"8,378"
,"18,336"
,"9,397"
,"39,041"
,"110,650"
,"9,243"
,"7,649"
,"154,111"
,"134,710"
,"41,150"
,"9,054"
,"735,361"
전남,"11,894"
,"19,509"
,"9,924"
,"69,248"
,"9,325"
,"49,921"
,"19,148"
,"80,833"
,"37,314"
,"24,026"
,"117,839"
,"93,456"
,"110,069"
,"19,516"
,"23,393"
,"15,711"
,"18,398"
,"12,741"
,"10,598"
,"41,457"
,"59,313"
,"24,719"
,"878,352"
경북,"115,521"
,"114,940"
,"13,523"
,"185,624"
,"9,421"
,"56,619"
,"26,494"
,"10,932"
,"35,296"
,"19,355"
,"62,626"
,"12,524"
,"5,919"
,"40,140"
,"43,283"
,"21,828"
,"4,113"
,"19,427"
,"18,493"
,"17,038"
,"9,632"
,"54,819"
,"103,450"
,"122,609"
,"1,123,626"
경남,"92,603"
,"23,019"
,"18,849"
,"232,101"
,"13,671"
,"41,794"
,"45,445"
,"12,912"
,"143,204"
,"9,893"
,"139,953"
,"24,754"
,"83,839"
,"86,711"
,"186,911"
,"99,233"
,"84,588"
,"42,631"
,"15,938"
,"52,392"
,"12,860"
,"15,104"
,"1,478,405"
제주,"76,119"
,"479,258"
,"555,377"
서울,"219,036"
,"132,168"
,"63,205"
,"177,179"
,"102,296"
,"83,453"
,"123,091"
,"73,290"
,"134,640"
,"81,321"
,"82,860"
,"94,919"
,"105,503"
,"78,207"
,"156,347"
,"92,261"
,"105,696"
,"209,519"
,"131,823"
,"121,079"
,"70,828"
,"116,018"
,"41,451"
,"50,506"
,"95,151"
,"2,741,847"
부산,"65,875"
,"70,482"
,"68,900"
,"82,305"
,"49,806"
,"83,526"
,"123,474"
,"88,797"
,"68,706"
,"95,007"
,"24,932"
,"97,675"
,"92,475"
,"27,439"
,"28,216"
,"162,969"
,"1,230,584"
대구,"48,398"
,"244,743"
,"115,632"
,"139,050"
,"173,195"
,"57,289"
,"191,233"
,"54,403"
,"1,023,943"
인천,"39,037"
,"270,585"
,"257,139"
,"20,140"
,"142,149"
,"221,779"
,"224,915"
,"189,072"
,"8,231"
,"58,765"
,"1,431,812"
광주,"170,938"
,"82,516"
,"38,855"
,"168,112"
,"127,368"
,"587,789"
대전,"72,570"
,"77,663"
,"188,791"
,"163,699"
,"82,969"
,"585,692"
울산,"137,883"
,"56,740"
,"105,867"
,"104,389"
,"89,157"
,"494,036"
세종,"164,821"
,"164,821"
경기,"24,059"
,"162,015"
,"112,761"
,"107,151"
,"26,491"
,"88,806"
,"161,862"
,"60,792"
,"87,305"
,"196,448"
,"259,568"
,"32,566"
,"257,252"
,"180,860"
,"68,465"
,"61,531"
,"174,276"
,"138,979"
,"93,092"
,"65,359"
,"212,502"
,"132,779"
,"123,501"
,"87,126"
,"109,063"
,"73,529"
,"90,831"
,"48,893"
,"49,094"
,"17,164"
,"96,703"
,"177,896"
,"140,033"
,"111,500"
,"58,852"
,"146,034"
,"96,211"
,"193,161"
,"261,373"
,"70,567"
,"115,690"
,"399,677"
,"5,171,817"
강원,"91,841"
,"10,923"
,"38,579"
,"25,525"
,"33,257"
,"8,511"
,"11,871"
,"14,724"
,"151,685"
,"13,787"
,"14,238"
,"16,746"
,"117,287"
,"16,239"
,"17,038"
,"26,896"
,"9,669"
,"18,542"
,"637,358"
충북,"14,882"
,"10,538"
,"11,658"
,"16,606"
,"19,529"
,"44,170"
,"53,171"
,"15,919"
,"41,164"
,9
,"81,052"
,"89,994"
,"89,882"
,"118,257"
,"93,689"
,"700,520"
충남,"20,343"
,"42,008"
,"20,519"
,"44,943"
,"77,405"
,"39,205"
,"22,668"
,"77,182"
,"19,064"
,"150,341"
,"31,136"
,"111,430"
,"176,413"
,"10,837"
,"23,532"
,"40,333"
,"907,359"
전북,"19,262"
,"112,453"
,"31,747"
,"30,564"
,"8,401"
,"18,380"
,"9,412"
,"39,076"
,"110,827"
,"9,252"
,"7,666"
,"154,390"
,"134,962"
,"41,282"
,"9,098"
,"736,772"
전남,"11,922"
,"19,514"
,"9,946"
,"69,932"
,"9,342"
,"49,991"
,"19,224"
,"81,074"
,"37,344"
,"23,302"
,"117,746"
,"94,830"
,"110,437"
,"19,594"
,"23,459"
,"15,723"
,"18,465"
,"12,799"
,"10,613"
,"41,034"
,"59,612"
,"24,785"
,"880,688"
경북,"115,811"
,"115,097"
,"13,571"
,"185,951"
,"9,522"
,"56,834"
,"26,568"
,"10,948"
,"35,418"
,"19,441"
,"62,709"
,"12,549"
,"5,922"
,"40,253"
,"43,340"
,"21,893"
,"4,113"
,"19,442"
,"18,541"
,"17,085"
,"9,645"
,"54,918"
,"103,623"
